Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
Modeling Control Objectives for Business Process Compliance;Business Process Management;;;;10.1007/978-3-540-75183-0_12;Shazia SadiqGuido GovernatoriKioumars Namiri;2007;http://link.springer.com/chapter/10.1007/978-3-540-75183-0_12;Chapter
Management Advantages of Object Classification in Role-Based Access Control (RBAC);Advances in Computer Science – ASIAN 2007. Computer and Network Security;;;;10.1007/978-3-540-76929-3_11;Mohammad JafariMohammad Fathian;2007;http://link.springer.com/chapter/10.1007/978-3-540-76929-3_11;Chapter
Formal Engineering of XACML Access Control Policies in VDM++;Formal Methods and Software Engineering;;;;10.1007/978-3-540-76650-6_4;Jeremy W. BryansJohn S. Fitzgerald;2007;http://link.springer.com/chapter/10.1007/978-3-540-76650-6_4;Chapter
Model Driven Security Engineering for the Realization of Dynamic Security Requirements in Collaborative Systems;Models in Software Engineering;;;;10.1007/978-3-540-69489-2_34;Muhammad Alam;2007;http://link.springer.com/chapter/10.1007/978-3-540-69489-2_34;Chapter
Enhancing access control for mobile devices with an agnostic trust negotiation decision engine;Personal Wireless Communications;;;;10.1007/978-0-387-74159-8_29;Daniel Díaz-SáanchezAndrés MarínFlorina Almenárez;2007;http://link.springer.com/chapter/10.1007/978-0-387-74159-8_29;Chapter
Secure Internet Voting with Code Sheets;E-Voting and Identity;;;;10.1007/978-3-540-77493-8_15;Jörg HelbachJörg Schwenk;2007;http://link.springer.com/chapter/10.1007/978-3-540-77493-8_15;Chapter
Managing Risks in RBAC Employed Distributed Environments;On the Move to Meaningful Internet Systems 2007: CoopIS, DOA, ODBASE, GADA, and IS;;;;10.1007/978-3-540-76843-2_31;Ebru CelikelMurat KantarciogluBhavani ThuraisinghamElisa Bertino;2007;http://link.springer.com/chapter/10.1007/978-3-540-76843-2_31;Chapter
Identity-Based Key Issuing Without Secure Channel in a Broad Area;Information Security Applications;;;;10.1007/978-3-540-71093-6_3;Saeran KwonSang-Ho Lee;2007;http://link.springer.com/chapter/10.1007/978-3-540-71093-6_3;Chapter
Group Encryption;Advances in Cryptology – ASIACRYPT 2007;;;;10.1007/978-3-540-76900-2_11;Aggelos KiayiasYiannis TsiounisMoti Yung;2007;http://link.springer.com/chapter/10.1007/978-3-540-76900-2_11;Chapter
Creating Numerically Efficient FDTD Simulations Using Generic C++ Programming;Computational Science and Its Applications – ICCSA 2007;;;;10.1007/978-3-540-74484-9_19;I. ValuevA. DeinegaA. KnizhnikB. Potapkin;2007;http://link.springer.com/chapter/10.1007/978-3-540-74484-9_19;Chapter
Refinement for Administrative Policies;Secure Data Management;;;;10.1007/978-3-540-75248-6_3;M. A. C. DekkerS. Etalle;2007;http://link.springer.com/chapter/10.1007/978-3-540-75248-6_3;Chapter
A RT0-Based Compliance Checker Model for Automated Trust Negotiation;Intelligence and Security Informatics;;;;10.1007/978-3-540-71549-8_11;Zhensong LiaoHai Jin;2007;http://link.springer.com/chapter/10.1007/978-3-540-71549-8_11;Chapter
Compliance of RIES to the Proposed e-Voting Protection Profile;E-Voting and Identity;;;;10.1007/978-3-540-77493-8_5;Hugo JonkerMelanie Volkamer;2007;http://link.springer.com/chapter/10.1007/978-3-540-77493-8_5;Chapter
On the Homonymous Role in Role-Based Discretionary Access Control;Autonomic and Trusted Computing;;;;10.1007/978-3-540-73547-2_33;Kai OuyangXiaowen ChuYixin JiangHsiao-Hwa ChenJiangchuan Liu;2007;http://link.springer.com/chapter/10.1007/978-3-540-73547-2_33;Chapter
Strategic Games on Defense Trees;Formal Aspects in Security and Trust;;;;10.1007/978-3-540-75227-1_1;Stefano BistarelliMarco Dall’AglioPamela Peretti;2007;http://link.springer.com/chapter/10.1007/978-3-540-75227-1_1;Chapter
Traceability and Integrity of Execution in Distributed Workflow Management Systems;Computer Security – ESORICS 2007;;;;10.1007/978-3-540-74835-9_17;Frederic MontagutRefik Molva;2007;http://link.springer.com/chapter/10.1007/978-3-540-74835-9_17;Chapter
Context-Aware Security Management System for Pervasive Computing Environment;Modeling and Using Context;;;;10.1007/978-3-540-74255-5_29;Seon-Ho ParkYoung-Ju HanTai-Myoung Chung;2007;http://link.springer.com/chapter/10.1007/978-3-540-74255-5_29;Chapter
Design and Implementation of Distributed Access Control Infrastructures for Federations of Autonomous Domains;Trust, Privacy and Security in Digital Business;;;;10.1007/978-3-540-74409-2_15;Petros BelsisStefanos GritzalisChristos SkourlasVassillis Tsoukalas;2007;http://link.springer.com/chapter/10.1007/978-3-540-74409-2_15;Chapter
Authorisation Subterfuge by Delegation in Decentralised Networks;Security Protocols;;;;10.1007/978-3-540-77156-2_13;Simon Foley;2007;http://link.springer.com/chapter/10.1007/978-3-540-77156-2_13;Chapter
Specifying Process-Aware Access Control Rules in SBVR;Advances in Rule Interchange and Applications;;;;10.1007/978-3-540-75975-1_4;Stijn GoedertierChristophe MuesJan Vanthienen;2007;http://link.springer.com/chapter/10.1007/978-3-540-75975-1_4;Chapter
Pattern-Based Design and Validation of Business Process Compliance;On the Move to Meaningful Internet Systems 2007: CoopIS, DOA, ODBASE, GADA, and IS;;;;10.1007/978-3-540-76848-7_6;Kioumars NamiriNenad Stojanovic;2007;http://link.springer.com/chapter/10.1007/978-3-540-76848-7_6;Chapter
Digital Forensic Readiness as a Component of Information Security Best Practice;New Approaches for Security, Privacy and Trust in Complex Environments;;;;10.1007/978-0-387-72367-9_2;C P GroblerC P Louwrens;2007;http://link.springer.com/chapter/10.1007/978-0-387-72367-9_2;Chapter
Kooperative Tragwerksplanung basierend auf Multiagentensystemen und adaptiven Assoziationsnetzen;Vernetzt-kooperative Planungsprozesse im Konstruktiven Ingenieurbau;;;;10.1007/978-3-540-68104-5_19;Jochen BilekDietrich Hartmann;2007;http://link.springer.com/chapter/10.1007/978-3-540-68104-5_19;Chapter
Specifying Separation of Duty Constraints in BPEL4People Processes;Business Information Systems;;;;10.1007/978-3-540-79396-0_24;Jan MendlingKarsten PloesserMark Strembeck;2008;http://link.springer.com/chapter/10.1007/978-3-540-79396-0_24;Chapter
The Separation of Duty with Privilege Calculus;Rough Sets and Knowledge Technology;;;;10.1007/978-3-540-79721-0_57;Chenggong LvJun WangLu LiuWeijia You;2008;http://link.springer.com/chapter/10.1007/978-3-540-79721-0_57;Chapter
On the Formal Analysis of a Spatio-temporal Role-Based Access Control Model;Data and Applications Security XXII;;;;10.1007/978-3-540-70567-3_2;Manachai ToahchoodeeIndrakshi Ray;2008;http://link.springer.com/chapter/10.1007/978-3-540-70567-3_2;Chapter
Authorization and User Failure Resiliency for WS-BPEL Business Processes;Service-Oriented Computing – ICSOC 2008;;;;10.1007/978-3-540-89652-4_12;Federica PaciRodolfo FerriniYuqing SunElisa Bertino;2008;http://link.springer.com/chapter/10.1007/978-3-540-89652-4_12;Chapter
A Rule-Based Framework Using Role Patterns for Business Process Compliance;Rule Representation, Interchange and Reasoning on the Web;;;;10.1007/978-3-540-88808-6_9;Akhil KumarRong Liu;2008;http://link.springer.com/chapter/10.1007/978-3-540-88808-6_9;Chapter
A Logical Approach to Dynamic Role-Based Access Control;Artificial Intelligence: Methodology, Systems, and Applications;;;;10.1007/978-3-540-85776-1_17;Philippe BalbianiYannick ChevalierMarwa El Houri;2008;http://link.springer.com/chapter/10.1007/978-3-540-85776-1_17;Chapter
Scenario-Based Static Analysis of UML Class Models;Model Driven Engineering Languages and Systems;;;;10.1007/978-3-540-87875-9_17;Lijun YuRobert B. FranceIndrakshi Ray;2008;http://link.springer.com/chapter/10.1007/978-3-540-87875-9_17;Chapter
A Model for Reasoning About the Privacy Impact of Composite Service Execution in Pervasive Computing;Trust Management II;;;;10.1007/978-0-387-09428-1_14;Roberto Speicys CardosoValérie Issarny;2008;http://link.springer.com/chapter/10.1007/978-0-387-09428-1_14;Chapter
On the Security of Delegation in Access Control Systems;Computer Security - ESORICS 2008;;;;10.1007/978-3-540-88313-5_21;Qihua WangNinghui LiHong Chen;2008;http://link.springer.com/chapter/10.1007/978-3-540-88313-5_21;Chapter
Reusability of Functionality-Based Application Confinement Policy Abstractions;Information and Communications Security;;;;10.1007/978-3-540-88625-9_14;Z. Cliffe SchreudersChristian Payne;2008;http://link.springer.com/chapter/10.1007/978-3-540-88625-9_14;Chapter
An Object-Dependent and Context Constraints-Aware Access Control Approach Based on RBAC;Research and Practical Issues of Enterprise Information Systems II;;;;10.1007/978-0-387-76312-5_83;Xiaoli RenLu LiuChenggong Lv;2008;http://link.springer.com/chapter/10.1007/978-0-387-76312-5_83;Chapter
On the Risk Management and Auditing of SOA Based Business Processes;Leveraging Applications of Formal Methods, Verification and Validation;;;;10.1007/978-3-540-88479-8_10;Bart OrriensWillem-Jan v/d HeuvelMike Papazoglou;2008;http://link.springer.com/chapter/10.1007/978-3-540-88479-8_10;Chapter
A Flexible Access Control Model for Dynamic Workflow Using Extended WAM and RBAC;Computer Supported Cooperative Work in Design IV;;;;10.1007/978-3-540-92719-8_44;Le YangYongsun Choi;2008;http://link.springer.com/chapter/10.1007/978-3-540-92719-8_44;Chapter
A Model-Driven Approach for the Specification and Analysis of Access Control Policies;On the Move to Meaningful Internet Systems: OTM 2008;;;;10.1007/978-3-540-88873-4_11;Fabio MassacciNicola Zannone;2008;http://link.springer.com/chapter/10.1007/978-3-540-88873-4_11;Chapter
A Verification Framework for Temporal RBAC with Role Hierarchy (Short Paper);Information Systems Security;;;;10.1007/978-3-540-89862-7_11;Samrat MondalShamik Sural;2008;http://link.springer.com/chapter/10.1007/978-3-540-89862-7_11;Chapter
A Role-Based Infrastructure for the Management of Dynamic Communities;Resilient Networks and Services;;;;10.1007/978-3-540-70587-1_1;Alberto Schaeffer-FilhoEmil LupuMorris SlomanSye-Loong KeohJorge LoboSeraphin Calo;2008;http://link.springer.com/chapter/10.1007/978-3-540-70587-1_1;Chapter
A Methodology for Bridging between RBAC and an Arbitrary Application Program;Secure Data Management;;;;10.1007/978-3-540-85259-9_13;Candy Wai-Yue ShumSylvia L. OsbornHe Wang;2008;http://link.springer.com/chapter/10.1007/978-3-540-85259-9_13;Chapter
Integration of Privilege Management Infrastructure and Workflow Management Systems;Collaborative Product and Service Life Cycle Management for a Sustainable World;;;;10.1007/978-1-84800-972-1_32;Wensheng XuJianzhong ChaYiping Lu;2008;http://link.springer.com/chapter/10.1007/978-1-84800-972-1_32;Chapter
High-Assurance Integrity Techniques for Databases;Sharing Data, Information and Knowledge;;;;10.1007/978-3-540-70504-8_26;Elisa BertinoChenyun DaiHyo-Sang LimDan Lin;2008;http://link.springer.com/chapter/10.1007/978-3-540-70504-8_26;Chapter
Security Challenges in Adaptive e-Health Processes;Computer Safety, Reliability, and Security;;;;10.1007/978-3-540-87698-4_17;Michael PredeschlyPeter DadamHilmar Acker;2008;http://link.springer.com/chapter/10.1007/978-3-540-87698-4_17;Chapter
Trusted Reputation Management Service for Peer-to-Peer Collaboration;On the Move to Meaningful Internet Systems: OTM 2008;;;;10.1007/978-3-540-88873-4_10;Lingli DengYeping HeZiyao Xu;2008;http://link.springer.com/chapter/10.1007/978-3-540-88873-4_10;Chapter
Work Distribution and Resource Management in BPEL4People: Capabilities and Opportunities;Advanced Information Systems Engineering;;;;10.1007/978-3-540-69534-9_7;Nick RussellWil M. P. van der Aalst;2008;http://link.springer.com/chapter/10.1007/978-3-540-69534-9_7;Chapter
Delegation of Control in Administrative Procedures;Deontic Logic in Computer Science;;;;10.1007/978-3-540-70525-3_8;Joris HulstijnJianwei LiuYao-Hua Tan;2008;http://link.springer.com/chapter/10.1007/978-3-540-70525-3_8;Chapter
BPEL4RBAC: An Authorisation Specification for WS-BPEL;Web Information Systems Engineering - WISE 2008;;;;10.1007/978-3-540-85481-4_29;Xin WangYanchun ZhangHao ShiJian Yang;2008;http://link.springer.com/chapter/10.1007/978-3-540-85481-4_29;Chapter
Trust Management in P2P Systems Using Standard TuLiP;Trust Management II;;;;10.1007/978-0-387-09428-1_1;Marcin CzenkoJeroen DoumenSandro Etalle;2008;http://link.springer.com/chapter/10.1007/978-0-387-09428-1_1;Chapter
A Semantic Foundation for Trust Management Languages with Weights: An Application to the RT Family;Autonomic and Trusted Computing;;;;10.1007/978-3-540-69295-9_38;Stefano BistarelliFabio MartinelliFrancesco Santini;2008;http://link.springer.com/chapter/10.1007/978-3-540-69295-9_38;Chapter
Secure Computation for Privacy Preserving Biometric Data Retrieval and Authentication;Intelligence and Security Informatics;;;;10.1007/978-3-540-89900-6_16;Bon Sy;2008;http://link.springer.com/chapter/10.1007/978-3-540-89900-6_16;Chapter
Access Control Requirements for Processing Electronic Health Records;Business Process Management Workshops;;;;10.1007/978-3-540-78238-4_38;Bandar AlhaqbaniColin Fidge;2008;http://link.springer.com/chapter/10.1007/978-3-540-78238-4_38;Chapter
Applying Trusted Network Technology To Process Control Systems;Critical Infrastructure Protection II;;;;10.1007/978-0-387-88523-0_5;Hamed OkhraviDavid Nicol;2008;http://link.springer.com/chapter/10.1007/978-0-387-88523-0_5;Chapter
Open Source Workflow: A Viable Direction for BPM?;Advanced Information Systems Engineering;;;;10.1007/978-3-540-69534-9_45;Petia WohedNick RussellArthur H. M. ter HofstedeBirger AnderssonWil M. P. van der Aalst;2008;http://link.springer.com/chapter/10.1007/978-3-540-69534-9_45;Chapter
Information Risk in Financial Institutions: Field Study and Research Roadmap;Enterprise Applications and Services in the Finance Industry;;;;10.1007/978-3-540-78550-7_11;Sara SinclairSean W. SmithStephanie TrudeauM. Eric JohnsonAnthony Portera;2008;http://link.springer.com/chapter/10.1007/978-3-540-78550-7_11;Chapter
Compliance Aware Business Process Design;Business Process Management Workshops;;;;10.1007/978-3-540-78238-4_14;Ruopeng LuShazia SadiqGuido Governatori;2008;http://link.springer.com/chapter/10.1007/978-3-540-78238-4_14;Chapter
Securing Current and Future Process Control Systems;Critical Infrastructure Protection;;;;10.1007/978-0-387-75462-8_8;Robert CunninghamSteven CheungMartin FongUlf LindqvistDavid NicolRonald PawlowskiEric RobinsonWilliam SandersSankalp SinghAlfonso ValdesBradley WoodworthMichael Zhivich;2008;http://link.springer.com/chapter/10.1007/978-0-387-75462-8_8;Chapter
Weaving Authentication and Authorization Requirements into the Functional Model of a System Using Z Promotion;Leveraging Applications of Formal Methods, Verification and Validation;;;;10.1007/978-3-540-88479-8_59;Ali Nasrat HaidarAli E. Abdallah;2008;http://link.springer.com/chapter/10.1007/978-3-540-88479-8_59;Chapter
Controlling Usage in Business Process Workflows through Fine-Grained Security Policies;Trust, Privacy and Security in Digital Business;;;;10.1007/978-3-540-85735-8_11;Benjamin AzizAlvaro ArenasFabio MartinelliIlaria MatteucciPaolo Mori;2008;http://link.springer.com/chapter/10.1007/978-3-540-85735-8_11;Chapter
Fine-Grained Continuous Usage Control of Service Based Grids – The GridTrust Approach;Towards a Service-Based Internet;;;;10.1007/978-3-540-89897-9_21;Syed NaqviPhilippe MassonetBenjamin AzizAlvaro ArenasFabio MartinelliPaolo MoriLorenzo BlasiGiovanni Cortese;2008;http://link.springer.com/chapter/10.1007/978-3-540-89897-9_21;Chapter
Enhancing Information Sharing Through Agents;Agent-Oriented Information Systems IV;;;;10.1007/978-3-540-77990-2_12;Marco MariAgostino PoggiMichele TomaiuoloPaola Turci;2008;http://link.springer.com/chapter/10.1007/978-3-540-77990-2_12;Chapter
Capturing Semantics for Information Security and Privacy Assurance;Ubiquitous Intelligence and Computing;;;;10.1007/978-3-540-69293-5_10;Mohammad M. R. ChowdhuryJavier ChamizoJosef NollJuan Miguel Gómez;2008;http://link.springer.com/chapter/10.1007/978-3-540-69293-5_10;Chapter
Electronic Institutions Infrastructure for e-Chartering;Engineering Societies in the Agents World VIII;;;;10.1007/978-3-540-87654-0_4;Manolis SardisGeorge Vouros;2008;http://link.springer.com/chapter/10.1007/978-3-540-87654-0_4;Chapter
BusiROLE: A Model for Integrating Business Roles into Identity Management;Trust, Privacy and Security in Digital Business;;;;10.1007/978-3-540-85735-8_13;Ludwig FuchsAnton Preis;2008;http://link.springer.com/chapter/10.1007/978-3-540-85735-8_13;Chapter
Extending RBAC for Large Enterprises and Its Quantitative Risk Evaluation;Towards Sustainable Society on Ubiquitous Networks;;;;10.1007/978-0-387-85691-9_9;Seiichi KondoMizuho IwaiharaMasatoshi YoshikawaMasashi Torato;2008;http://link.springer.com/chapter/10.1007/978-0-387-85691-9_9;Chapter
Algebra for Capability Based Attack Correlation;Information Security Theory and Practices. Smart Devices, Convergence and Next Generation Networks;;;;10.1007/978-3-540-79966-5_9;Navneet Kumar PandeyS. K. GuptaShaveta Leekha;2008;http://link.springer.com/chapter/10.1007/978-3-540-79966-5_9;Chapter
Requirements Analysis Tool: A Tool for Automatically Analyzing Software Requirements Documents;The Semantic Web - ISWC 2008;;;;10.1007/978-3-540-88564-1_48;Kunal VermaAlex Kass;2008;http://link.springer.com/chapter/10.1007/978-3-540-88564-1_48;Chapter
Privacy Preserving Computations without Public Key Cryptographic Operation;Advances in Information and Computer Security;;;;10.1007/978-3-540-89598-5_12;Koji ChidaKatsumi Takahashi;2008;http://link.springer.com/chapter/10.1007/978-3-540-89598-5_12;Chapter
Protecting Information Sharing in Distributed Collaborative Environment;Advanced Web and Network Technologies, and Applications;;;;10.1007/978-3-540-89376-9_19;Min LiHua Wang;2008;http://link.springer.com/chapter/10.1007/978-3-540-89376-9_19;Chapter
A Spatio-temporal Access Control Model Supporting Delegation for Pervasive Computing Applications;Trust, Privacy and Security in Digital Business;;;;10.1007/978-3-540-85735-8_6;Indrakshi RayManachai Toahchoodee;2008;http://link.springer.com/chapter/10.1007/978-3-540-85735-8_6;Chapter
Comparative Analysis of Water Management Practices in Mediterranean Countries;Sustainable Use and Development of Watersheds;;;;10.1007/978-1-4020-8558-1_27;Selmin Burak;2008;http://link.springer.com/chapter/10.1007/978-1-4020-8558-1_27;Chapter
Feasibility of Automated Information Security Compliance Auditing;Proceedings of The Ifip Tc 11 23rd International Information Security Conference;;;;10.1007/978-0-387-09699-5_32;D. LongleyM. BranaganW.J. CaelliLF Kwok;2008;http://link.springer.com/chapter/10.1007/978-0-387-09699-5_32;Chapter
Need to Know: Questions and the Paradox of Epistemic Obligation;Deontic Logic in Computer Science;;;;10.1007/978-3-540-70525-3_11;Joris Hulstijn;2008;http://link.springer.com/chapter/10.1007/978-3-540-70525-3_11;Chapter
Towards a Catalogue of Patterns for Defining Metrics over i* Models;Advanced Information Systems Engineering;;;;10.1007/978-3-540-69534-9_16;Xavier FranchGemma Grau;2008;http://link.springer.com/chapter/10.1007/978-3-540-69534-9_16;Chapter
Compliance Requirements for Business-process driven SOAs;E-Government Ict Professionalism and Competences Service Science;;;;10.1007/978-0-387-09712-1_21;Michael P. Papazoglou;2008;http://link.springer.com/chapter/10.1007/978-0-387-09712-1_21;Chapter
Dynamic Enforcement of Abstract Separation of Duty Constraints;Computer Security – ESORICS 2009;;;;10.1007/978-3-642-04444-1_16;David BasinSamuel J. BurriGünter Karjoth;2009;http://link.springer.com/chapter/10.1007/978-3-642-04444-1_16;Chapter
Specification and Enforcement of Static Separation-of-Duty Policies in Usage Control;Information Security;;;;10.1007/978-3-642-04474-8_32;Jianfeng LuRuixuan LiZhengding LuJinwei HuXiaopu Ma;2009;http://link.springer.com/chapter/10.1007/978-3-642-04474-8_32;Chapter
Separation of Duty in Trust-Based Collaboration;Information Security and Cryptology;;;;10.1007/978-3-642-01440-6_28;Lingli DengYeping HeZiyao Xu;2009;http://link.springer.com/chapter/10.1007/978-3-642-01440-6_28;Chapter
Formal Behavioral Modeling and Compliance Analysis for Service-Oriented Systems;Formal Methods for Components and Objects;;;;10.1007/978-3-642-04167-9_2;Natallia KokashFarhad Arbab;2009;http://link.springer.com/chapter/10.1007/978-3-642-04167-9_2;Chapter
The OPL Access Control Policy Language;Trust, Privacy and Security in Digital Business;;;;10.1007/978-3-642-03748-1_14;Christopher AlmRuben WolfJoachim Posegga;2009;http://link.springer.com/chapter/10.1007/978-3-642-03748-1_14;Chapter
Verification of Business Process Entailment Constraints Using SPIN;Engineering Secure Software and Systems;;;;10.1007/978-3-642-00199-4_1;Christian WolterPhilip MiseldineChristoph Meinel;2009;http://link.springer.com/chapter/10.1007/978-3-642-00199-4_1;Chapter
A Trust-Based Access Control Model for Pervasive Computing Applications;Data and Applications Security XXIII;;;;10.1007/978-3-642-03007-9_22;Manachai ToahchoodeeRamadan AbdunabiIndrakshi RayIndrajit Ray;2009;http://link.springer.com/chapter/10.1007/978-3-642-03007-9_22;Chapter
Secure Interoperation in Multidomain Environments Employing UCON Policies;Information Security;;;;10.1007/978-3-642-04474-8_31;Jianfeng LuRuixuan LiVijay VaradharajanZhengding LuXiaopu Ma;2009;http://link.springer.com/chapter/10.1007/978-3-642-04474-8_31;Chapter
From Formal Access Control Policies to Runtime Enforcement Aspects;Engineering Secure Software and Systems;;;;10.1007/978-3-642-00199-4_2;Slim KallelAnis CharfiMira MeziniMohamed JmaielKarl Klose;2009;http://link.springer.com/chapter/10.1007/978-3-642-00199-4_2;Chapter
Selective Regression Test for Access Control System Employing RBAC;Advances in Information Security and Assurance;;;;10.1007/978-3-642-02617-1_8;Chao HuangJianling SunXinyu WangYuanjie Si;2009;http://link.springer.com/chapter/10.1007/978-3-642-02617-1_8;Chapter
Security Policy Satisfiability and Failure Resilience in Workflows;The Future of Identity in the Information Society;;;;10.1007/978-3-642-03315-5_15;Meghna LowalekarRitesh Kumar TiwariKamalakar Karlapalem;2009;http://link.springer.com/chapter/10.1007/978-3-642-03315-5_15;Chapter
Set Covering Problems in Role-Based Access Control;Computer Security – ESORICS 2009;;;;10.1007/978-3-642-04444-1_42;Liang ChenJason Crampton;2009;http://link.springer.com/chapter/10.1007/978-3-642-04444-1_42;Chapter
Towards Trustworthy Delegation in Role-Based Access Control Model;Information Security;;;;10.1007/978-3-642-04474-8_30;Manachai ToahchoodeeXing XieIndrakshi Ray;2009;http://link.springer.com/chapter/10.1007/978-3-642-04474-8_30;Chapter
Task Delegation Based Access Control Models for Workflow Systems;Software Services for e-Business and e-Society;;;;10.1007/978-3-642-04280-5_31;Khaled GaaloulFrançois Charoy;2009;http://link.springer.com/chapter/10.1007/978-3-642-04280-5_31;Chapter
Formal Specification and Automatic Analysis of Business Processes under Authorization Constraints: An Action-Based Approach;Trust, Privacy and Security in Digital Business;;;;10.1007/978-3-642-03748-1_7;Alessandro ArmandoEnrico GiunchigliaSerena Elisa Ponta;2009;http://link.springer.com/chapter/10.1007/978-3-642-03748-1_7;Chapter
RBAC-MAS and SODA: Experimenting RBAC in AOSE;Engineering Societies in the Agents World IX;;;;10.1007/978-3-642-02562-4_4;Ambra MolesiniEnrico DentiAndrea Omicini;2009;http://link.springer.com/chapter/10.1007/978-3-642-02562-4_4;Chapter
Emerging Trends in Health Care Delivery: Towards Collaborative Security for NIST RBAC;Data and Applications Security XXIII;;;;10.1007/978-3-642-03007-9_19;Solomon BerheSteven DemurjianThomas Agresta;2009;http://link.springer.com/chapter/10.1007/978-3-642-03007-9_19;Chapter
Mandatory and Location-Aware Access Control for Relational Databases;Communications Infrastructure. Systems and Applications in Europe;;;;10.1007/978-3-642-11284-3_23;Michael Decker;2009;http://link.springer.com/chapter/10.1007/978-3-642-11284-3_23;Chapter
Actor-Driven Approach for Business Process. How to Take into Account the Work Environment?;Enterprise, Business-Process and Information Systems Modeling;;;;10.1007/978-3-642-01862-6_16;Kahina BessaiSelmin Nurcan;2009;http://link.springer.com/chapter/10.1007/978-3-642-01862-6_16;Chapter
RiBAC: Role Interaction Based Access Control Model for Community Computing;Collaborative Computing: Networking, Applications and Worksharing;;;;10.1007/978-3-642-03354-4_23;Youna JungAmirreza MasoumzadehJames B. D JoshiMinkoo Kim;2009;http://link.springer.com/chapter/10.1007/978-3-642-03354-4_23;Chapter
Adaptive Electronic Institutions for Negotiations;Artificial Intelligence Applications and Innovations III;;;;10.1007/978-1-4419-0221-4_42;Manolis SardisGeorge Vouros;2009;http://link.springer.com/chapter/10.1007/978-1-4419-0221-4_42;Chapter
Eighth International Workshop on OCL Concepts and Tools;Models in Software Engineering;;;;10.1007/978-3-642-01648-6_27;Jordi CabotMartin GogollaPieter Van Gorp;2009;http://link.springer.com/chapter/10.1007/978-3-642-01648-6_27;Chapter
Applying Business Process Re-engineering Patterns to optimize WS-BPEL Workflows;IT Revolutions;;;;10.1007/978-3-642-03978-2_14;Jonas BuysVincenzo De FlorioChris Blondia;2009;http://link.springer.com/chapter/10.1007/978-3-642-03978-2_14;Chapter
Detection and Prevention of Insider Threats in Database Driven Web Services;Trust Management III;;;;10.1007/978-3-642-02056-8_8;Tzvi ChumashDanfeng Yao;2009;http://link.springer.com/chapter/10.1007/978-3-642-02056-8_8;Chapter
Anonymous, Yet Trustworthy Auctions;Software Services for e-Business and e-Society;;;;10.1007/978-3-642-04280-5_19;Prasit Bikash ChandaVincent NaessensBart De Decker;2009;http://link.springer.com/chapter/10.1007/978-3-642-04280-5_19;Chapter
Modeling Human Actors in an Intelligent Automated Warehouse;Digital Human Modeling;;;;10.1007/978-3-642-02809-0_31;Davy PreuveneersYolande Berbers;2009;http://link.springer.com/chapter/10.1007/978-3-642-02809-0_31;Chapter
A Constraint and Attribute Based Security Framework for Dynamic Role Assignment in Collaborative Environments;Collaborative Computing: Networking, Applications and Worksharing;;;;10.1007/978-3-642-03354-4_24;Isabel F. CruzRigel GjomemoBenjamin LinMirko Orsini;2009;http://link.springer.com/chapter/10.1007/978-3-642-03354-4_24;Chapter
The Challenge of Assuring Data Trustworthiness;Database Systems for Advanced Applications;;;;10.1007/978-3-642-00887-0_2;Elisa BertinoChenyun DaiMurat Kantarcioglu;2009;http://link.springer.com/chapter/10.1007/978-3-642-00887-0_2;Chapter
Context-Dependent Authentication and Access Control;iNetSec 2009 – Open Research Problems in Network Security;;;;10.1007/978-3-642-05437-2_6;Michael KirkpatrickElisa Bertino;2009;http://link.springer.com/chapter/10.1007/978-3-642-05437-2_6;Chapter
MC-Cube: Mastering Customizable Compliance in the Cloud;Service-Oriented Computing;;;;10.1007/978-3-642-10383-4_43;Tobias AnstettDimka KarastoyanovaFrank LeymannRalph MietznerGanna MonakovaDaniel SchleicherSteve Strauch;2009;http://link.springer.com/chapter/10.1007/978-3-642-10383-4_43;Chapter
Secure and Conditional Resource Coordination for Successful Collaborations;Collaborative Computing: Networking, Applications and Worksharing;;;;10.1007/978-3-642-03354-4_22;Dongxi LiuSurya NepalDavid MorelandShiping ChenChen WangJohn Zic;2009;http://link.springer.com/chapter/10.1007/978-3-642-03354-4_22;Chapter
Concurrency and Time in Role-Based Access Control;Advances in Information Security and Its Application;;;;10.1007/978-3-642-02633-1_5;Chia-Chu ChiangCoskun Bayrak;2009;http://link.springer.com/chapter/10.1007/978-3-642-02633-1_5;Chapter
Security Policy Definition Framework for SOA-Based Systems;Web Information Systems Engineering - WISE 2009;;;;10.1007/978-3-642-04409-0_57;Bartosz BrodeckiPiotr SasakMichał Szychowiak;2009;http://link.springer.com/chapter/10.1007/978-3-642-04409-0_57;Chapter
An Integrated Declarative Approach to Web Services Composition and Monitoring;Web Information Systems Engineering - WISE 2009;;;;10.1007/978-3-642-04409-0_28;Ehtesham ZahoorOlivier PerrinClaude Godart;2009;http://link.springer.com/chapter/10.1007/978-3-642-04409-0_28;Chapter
Trusted Isolation Environment: An Attestation Architecture with Usage Control Model;Information and Communications Security;;;;10.1007/978-3-642-11145-7_18;Anbang RuanQingni ShenLiang GuLi WangLei ShiYahui YangZhong Chen;2009;http://link.springer.com/chapter/10.1007/978-3-642-11145-7_18;Chapter
